,Subject,Accelorometer Axis,Signal Length,Dimension,Delay,Permutation Entropy,Complexity,Activity,Body Part
1145,3.0,y,4096.0,6.0,1.0,0.5100097463638809,0.3675560772905787,Climbing Up,chest
1146,3.0,y,1024.0,6.0,2.0,0.5749526975772918,0.4175049572793672,Climbing Up,chest
1147,3.0,y,2048.0,6.0,2.0,0.6247463459220428,0.41650361483771453,Climbing Up,chest
1148,3.0,y,4096.0,6.0,2.0,0.6088512646384733,0.4018240776849263,Climbing Up,chest
1149,3.0,y,1024.0,6.0,3.0,0.611079181010459,0.44447378272921056,Climbing Up,chest
1150,3.0,y,2048.0,6.0,3.0,0.6686901880279104,0.4228483777644694,Climbing Up,chest
1151,3.0,y,4096.0,6.0,3.0,0.6607027445965742,0.4113580838051053,Climbing Up,chest
1152,3.0,z,1024.0,3.0,1.0,0.895006669794891,0.089964754823527,Climbing Up,chest
1153,3.0,z,2048.0,3.0,1.0,0.895851008043761,0.08898697547031742,Climbing Up,chest
1154,3.0,z,4096.0,3.0,1.0,0.905863102724926,0.08197219243162948,Climbing Up,chest
1155,3.0,z,1024.0,3.0,2.0,0.9324165360488407,0.06006396072805267,Climbing Up,chest
1156,3.0,z,2048.0,3.0,2.0,0.9265767553281555,0.06450303702829523,Climbing Up,chest
1157,3.0,z,4096.0,3.0,2.0,0.9330633091331574,0.059489387463957134,Climbing Up,chest
1158,3.0,z,1024.0,3.0,3.0,0.9070318519961796,0.0800941540670427,Climbing Up,chest
1159,3.0,z,2048.0,3.0,3.0,0.9066977570180496,0.07938821256068797,Climbing Up,chest
1160,3.0,z,4096.0,3.0,3.0,0.912604544659212,0.0755325377970227,Climbing Up,chest
1161,3.0,z,1024.0,4.0,1.0,0.8476170941999279,0.14806275561598162,Climbing Up,chest
1162,3.0,z,2048.0,4.0,1.0,0.8488851225040253,0.14647994116577115,Climbing Up,chest
1163,3.0,z,4096.0,4.0,1.0,0.8603042635036948,0.1393603472877964,Climbing Up,chest
1164,3.0,z,1024.0,4.0,2.0,0.8742986847859587,0.12996645294028386,Climbing Up,chest
1165,3.0,z,2048.0,4.0,2.0,0.8727784798864787,0.1286218685796205,Climbing Up,chest
1166,3.0,z,4096.0,4.0,2.0,0.8787857956087964,0.12438493997366364,Climbing Up,chest
1167,3.0,z,1024.0,4.0,3.0,0.8553787902217855,0.1482614916267661,Climbing Up,chest
1168,3.0,z,2048.0,4.0,3.0,0.8537567026927202,0.14678741384345362,Climbing Up,chest
1169,3.0,z,4096.0,4.0,3.0,0.8557098861664324,0.14550635957314348,Climbing Up,chest
1170,3.0,z,1024.0,5.0,1.0,0.8037972154467022,0.2336462559543672,Climbing Up,chest
1171,3.0,z,2048.0,5.0,1.0,0.8087409513258801,0.2221104101931825,Climbing Up,chest
1172,3.0,z,4096.0,5.0,1.0,0.8228863775974725,0.21088277643036316,Climbing Up,chest
1173,3.0,z,1024.0,5.0,2.0,0.8247856557690114,0.2251196588889401,Climbing Up,chest
1174,3.0,z,2048.0,5.0,2.0,0.829157648005015,0.20917597286447331,Climbing Up,chest
1175,3.0,z,4096.0,5.0,2.0,0.8359045881175002,0.20203155491382255,Climbing Up,chest
1176,3.0,z,1024.0,5.0,3.0,0.8165450640065536,0.23348452216236626,Climbing Up,chest
1177,3.0,z,2048.0,5.0,3.0,0.8164073885457801,0.22564569986546437,Climbing Up,chest
1178,3.0,z,4096.0,5.0,3.0,0.8148361803195081,0.22751243542526267,Climbing Up,chest
1179,3.0,z,1024.0,6.0,1.0,0.7460763802633301,0.37435880907942665,Climbing Up,chest
1180,3.0,z,2048.0,6.0,1.0,0.7610096587183183,0.34244984840551296,Climbing Up,chest
1181,3.0,z,4096.0,6.0,1.0,0.7848094128238957,0.3095644610394305,Climbing Up,chest
1182,3.0,z,1024.0,6.0,2.0,0.762208592831911,0.3806063673192919,Climbing Up,chest
1183,3.0,z,2048.0,6.0,2.0,0.7788438134566176,0.3369390512349996,Climbing Up,chest
1184,3.0,z,4096.0,6.0,2.0,0.792610415203766,0.31022933964818605,Climbing Up,chest
1185,3.0,z,1024.0,6.0,3.0,0.7574794274745852,0.38642035456796164,Climbing Up,chest
1186,3.0,z,2048.0,6.0,3.0,0.767014389738803,0.35942961573373655,Climbing Up,chest
1187,3.0,z,4096.0,6.0,3.0,0.7709757694036513,0.34836748542527707,Climbing Up,chest
1188,3.0,x,1024.0,3.0,1.0,0.8436542525039004,0.12831081298131886,Climbing Down,chest
1189,3.0,x,2048.0,3.0,1.0,0.8507928573295083,0.12326858986177547,Climbing Down,chest
1190,3.0,x,4096.0,3.0,1.0,0.8585047665629657,0.11779681922215025,Climbing Down,chest
1191,3.0,x,1024.0,3.0,2.0,0.9559633250311321,0.04050327379518004,Climbing Down,chest
1192,3.0,x,2048.0,3.0,2.0,0.958248318753235,0.03849492154444365,Climbing Down,chest
1193,3.0,x,4096.0,3.0,2.0,0.9638432745624318,0.03355669985036628,Climbing Down,chest
1194,3.0,x,1024.0,3.0,3.0,0.9911823529432034,0.008470330744498702,Climbing Down,chest
1195,3.0,x,2048.0,3.0,3.0,0.989656296612796,0.009941262306573684,Climbing Down,chest
1196,3.0,x,4096.0,3.0,3.0,0.9922637330205645,0.007468258234293921,Climbing Down,chest
1197,3.0,x,1024.0,4.0,1.0,0.7774248387567126,0.21511015954553075,Climbing Down,chest
1198,3.0,x,2048.0,4.0,1.0,0.785609003440373,0.21042679166735495,Climbing Down,chest
1199,3.0,x,4096.0,4.0,1.0,0.7947860074050047,0.20446701516852991,Climbing Down,chest
1200,3.0,x,1024.0,4.0,2.0,0.9247638792591572,0.09475929638808384,Climbing Down,chest
1201,3.0,x,2048.0,4.0,2.0,0.9275155345167111,0.08994246517077159,Climbing Down,chest
1202,3.0,x,4096.0,4.0,2.0,0.9371550080615345,0.07873738865376542,Climbing Down,chest
1203,3.0,x,1024.0,4.0,3.0,0.9852542302682843,0.019114540823800034,Climbing Down,chest
1204,3.0,x,2048.0,4.0,3.0,0.9825905949445966,0.022646712188062766,Climbing Down,chest
1205,3.0,x,4096.0,4.0,3.0,0.9865538014154173,0.0174648157987043,Climbing Down,chest
1206,3.0,x,1024.0,5.0,1.0,0.7341206315239687,0.308281512629891,Climbing Down,chest
1207,3.0,x,2048.0,5.0,1.0,0.7476151824771397,0.29579976087780135,Climbing Down,chest
1208,3.0,x,4096.0,5.0,1.0,0.7599163386977947,0.28607219679483625,Climbing Down,chest
1209,3.0,x,1024.0,5.0,2.0,0.9050459208541313,0.1606005619203596,Climbing Down,chest
1210,3.0,x,2048.0,5.0,2.0,0.913356551885879,0.1406917485093608,Climbing Down,chest
1211,3.0,x,4096.0,5.0,2.0,0.9253855600881589,0.12244113815485887,Climbing Down,chest
1212,3.0,x,1024.0,5.0,3.0,0.9716790785277833,0.05090452187484309,Climbing Down,chest
1213,3.0,x,2048.0,5.0,3.0,0.9727633996367506,0.048618616978678815,Climbing Down,chest
1214,3.0,x,4096.0,5.0,3.0,0.9803375882971812,0.034604493904410775,Climbing Down,chest
1215,3.0,x,1024.0,6.0,1.0,0.6929831738596111,0.4218422732960344,Climbing Down,chest
1216,3.0,x,2048.0,6.0,1.0,0.7141073317499212,0.397779642718927,Climbing Down,chest
1217,3.0,x,4096.0,6.0,1.0,0.7328496028078616,0.37768982011712215,Climbing Down,chest
1218,3.0,x,1024.0,6.0,2.0,0.8622431827876688,0.30379965182986884,Climbing Down,chest
1219,3.0,x,2048.0,6.0,2.0,0.8843247530794527,0.251464657080227,Climbing Down,chest
1220,3.0,x,4096.0,6.0,2.0,0.9076779515094607,0.19828622780870522,Climbing Down,chest
1221,3.0,x,1024.0,6.0,3.0,0.9227388603313432,0.1956360717882114,Climbing Down,chest
1222,3.0,x,2048.0,6.0,3.0,0.9448506540356407,0.13788802128509775,Climbing Down,chest
1223,3.0,x,4096.0,6.0,3.0,0.9653510274057789,0.08271532239255054,Climbing Down,chest
1224,3.0,y,1024.0,3.0,1.0,0.7363886463381636,0.19302911203086293,Climbing Down,chest
1225,3.0,y,2048.0,3.0,1.0,0.7451470627145539,0.18828093019534542,Climbing Down,chest
1226,3.0,y,4096.0,3.0,1.0,0.7581237529521134,0.18141670173803787,Climbing Down,chest
1227,3.0,y,1024.0,3.0,2.0,0.8663418049243703,0.1120194831750747,Climbing Down,chest
1228,3.0,y,2048.0,3.0,2.0,0.8727386222629537,0.1073866306112474,Climbing Down,chest
1229,3.0,y,4096.0,3.0,2.0,0.8783105513010663,0.10355322420497966,Climbing Down,chest
1230,3.0,y,1024.0,3.0,3.0,0.9402487756999302,0.05406288011653045,Climbing Down,chest
1231,3.0,y,2048.0,3.0,3.0,0.9424964268069277,0.05220538115432618,Climbing Down,chest
1232,3.0,y,4096.0,3.0,3.0,0.9418010517257323,0.05293677550084886,Climbing Down,chest
1233,3.0,y,1024.0,4.0,1.0,0.6407393903237577,0.26573341438518133,Climbing Down,chest
1234,3.0,y,2048.0,4.0,1.0,0.6513537046443584,0.26326320316379787,Climbing Down,chest
1235,3.0,y,4096.0,4.0,1.0,0.6676041046854431,0.25704791513452346,Climbing Down,chest
1236,3.0,y,1024.0,4.0,2.0,0.7986974919950895,0.20847681915728214,Climbing Down,chest
1237,3.0,y,2048.0,4.0,2.0,0.8117752141445378,0.19636088494536733,Climbing Down,chest
1238,3.0,y,4096.0,4.0,2.0,0.8224790590128156,0.1841646900219834,Climbing Down,chest
1239,3.0,y,1024.0,4.0,3.0,0.8990520578371647,0.12585336092506363,Climbing Down,chest
1240,3.0,y,2048.0,4.0,3.0,0.907555237873631,0.11304860170668692,Climbing Down,chest
1241,3.0,y,4096.0,4.0,3.0,0.9078325905067097,0.11084226416459458,Climbing Down,chest
1242,3.0,y,1024.0,5.0,1.0,0.5851489005738347,0.33533292505317713,Climbing Down,chest
1243,3.0,y,2048.0,5.0,1.0,0.5991248622360198,0.33327431791007334,Climbing Down,chest
1244,3.0,y,4096.0,5.0,1.0,0.6188280898454508,0.3259543521369144,Climbing Down,chest
1245,3.0,y,1024.0,5.0,2.0,0.7532643203629347,0.31556401286608515,Climbing Down,chest
1246,3.0,y,2048.0,5.0,2.0,0.7767272691339668,0.28548527657428807,Climbing Down,chest
1247,3.0,y,4096.0,5.0,2.0,0.7906591174191409,0.26583852758613097,Climbing Down,chest
1248,3.0,y,1024.0,5.0,3.0,0.8741576659954217,0.20085420749866875,Climbing Down,chest
1249,3.0,y,2048.0,5.0,3.0,0.8888257394097054,0.1756661197017137,Climbing Down,chest
1250,3.0,y,4096.0,5.0,3.0,0.8894197137116008,0.17080828792419353,Climbing Down,chest
1251,3.0,y,1024.0,6.0,1.0,0.545098960836329,0.404934677011031,Climbing Down,chest
1252,3.0,y,2048.0,6.0,1.0,0.564213363827055,0.40161777090262235,Climbing Down,chest
1253,3.0,y,4096.0,6.0,1.0,0.5862658580790316,0.3936366660658081,Climbing Down,chest
1254,3.0,y,1024.0,6.0,2.0,0.7132958340138175,0.4309272323384361,Climbing Down,chest
1255,3.0,y,2048.0,6.0,2.0,0.7459784245034415,0.3919384472165422,Climbing Down,chest
1256,3.0,y,4096.0,6.0,2.0,0.7645906422702441,0.36284794071415055,Climbing Down,chest
1257,3.0,y,1024.0,6.0,3.0,0.8161023630136541,0.3557130231769962,Climbing Down,chest
1258,3.0,y,2048.0,6.0,3.0,0.8491943871553581,0.2953826144936034,Climbing Down,chest
1259,3.0,y,4096.0,6.0,3.0,0.8599532124742659,0.26969708753711064,Climbing Down,chest
1260,3.0,z,1024.0,3.0,1.0,0.9325276085819816,0.06042553003469993,Climbing Down,chest
1261,3.0,z,2048.0,3.0,1.0,0.9382571267002585,0.05568569468944955,Climbing Down,chest
1262,3.0,z,4096.0,3.0,1.0,0.9355537219425079,0.05796090895190462,Climbing Down,chest
1263,3.0,z,1024.0,3.0,2.0,0.9806496290558043,0.018388812699846747,Climbing Down,chest
1264,3.0,z,2048.0,3.0,2.0,0.9883128056283342,0.011226702036970534,Climbing Down,chest
1265,3.0,z,4096.0,3.0,2.0,0.9918942082022381,0.007827752345480329,Climbing Down,chest
1266,3.0,z,1024.0,3.0,3.0,0.9867741266725496,0.012850893906238843,Climbing Down,chest
1267,3.0,z,2048.0,3.0,3.0,0.9908725544002451,0.008967088065292872,Climbing Down,chest
1268,3.0,z,4096.0,3.0,3.0,0.9942750491330179,0.005640934525790566,Climbing Down,chest
1269,3.0,z,1024.0,4.0,1.0,0.8919847060471802,0.12449619620346286,Climbing Down,chest
1270,3.0,z,2048.0,4.0,1.0,0.8990524564786518,0.11825433763912581,Climbing Down,chest
1271,3.0,z,4096.0,4.0,1.0,0.8972102137823059,0.12085759640166296,Climbing Down,chest
1272,3.0,z,1024.0,4.0,2.0,0.9616153792059938,0.04626543908868082,Climbing Down,chest
1273,3.0,z,2048.0,4.0,2.0,0.9752850854847689,0.030390996286086106,Climbing Down,chest
1274,3.0,z,4096.0,4.0,2.0,0.9821648708718652,0.02218099786574824,Climbing Down,chest
1275,3.0,z,1024.0,4.0,3.0,0.977618637036976,0.0286830772664965,Climbing Down,chest
1276,3.0,z,2048.0,4.0,3.0,0.9843742270266284,0.020222705679959048,Climbing Down,chest
1277,3.0,z,4096.0,4.0,3.0,0.988000759953849,0.015587721518387745,Climbing Down,chest
1278,3.0,z,1024.0,5.0,1.0,0.8626833571864521,0.20429070673320698,Climbing Down,chest
1279,3.0,z,2048.0,5.0,1.0,0.8743040263387495,0.19027378358233607,Climbing Down,chest
1280,3.0,z,4096.0,5.0,1.0,0.8758144172511947,0.18845727647137714,Climbing Down,chest
1281,3.0,z,1024.0,5.0,2.0,0.9428308035267113,0.09377233236955577,Climbing Down,chest
1282,3.0,z,2048.0,5.0,2.0,0.9622010246548018,0.06226918149400889,Climbing Down,chest
1283,3.0,z,4096.0,5.0,2.0,0.9713174050760315,0.04753902559060324,Climbing Down,chest
1284,3.0,z,1024.0,5.0,3.0,0.9613365040629426,0.06585575423607981,Climbing Down,chest
1285,3.0,z,2048.0,5.0,3.0,0.9741542202064796,0.04508297374241015,Climbing Down,chest
1286,3.0,z,4096.0,5.0,3.0,0.9798823723186795,0.03510836858182155,Climbing Down,chest
1287,3.0,z,1024.0,6.0,1.0,0.8129086754242998,0.3541993153966715,Climbing Down,chest
1288,3.0,z,2048.0,6.0,1.0,0.8420400293657858,0.305161815935848,Climbing Down,chest
1289,3.0,z,4096.0,6.0,1.0,0.8532590595388695,0.2830972810431211,Climbing Down,chest
1290,3.0,z,1024.0,6.0,2.0,0.885810607397371,0.260264706676055,Climbing Down,chest
1291,3.0,z,2048.0,6.0,2.0,0.9324680022746547,0.1549929342079392,Climbing Down,chest
1292,3.0,z,4096.0,6.0,2.0,0.9533695604228491,0.1046726509668513,Climbing Down,chest
1293,3.0,z,1024.0,6.0,3.0,0.9105356173373119,0.2167406383416889,Climbing Down,chest
1294,3.0,z,2048.0,6.0,3.0,0.9464040153931152,0.1320064849819262,Climbing Down,chest
1295,3.0,z,4096.0,6.0,3.0,0.9630672889449795,0.08623065482451452,Climbing Down,chest
1296,4.0,x,1024.0,3.0,1.0,0.8937007840049642,0.0911994984439406,Walking,chest
1297,4.0,x,2048.0,3.0,1.0,0.891436484009432,0.0928063725430868,Walking,chest
1298,4.0,x,4096.0,3.0,1.0,0.8892641555928378,0.09448591983356315,Walking,chest
1299,4.0,x,1024.0,3.0,2.0,0.9828750818222753,0.01632604878722657,Walking,chest
1300,4.0,x,2048.0,3.0,2.0,0.9811158224427862,0.01808147131686336,Walking,chest
1301,4.0,x,4096.0,3.0,2.0,0.9824810981395186,0.016731562192587056,Walking,chest
1302,4.0,x,1024.0,3.0,3.0,0.9869344691205185,0.01289271831915116,Walking,chest
1303,4.0,x,2048.0,3.0,3.0,0.9821138885815699,0.017331568899496396,Walking,chest
1304,4.0,x,4096.0,3.0,3.0,0.9832735738764805,0.01589182682196804,Walking,chest
1305,4.0,x,1024.0,4.0,1.0,0.8315541379158867,0.1872603532999993,Walking,chest
1306,4.0,x,2048.0,4.0,1.0,0.8313540254590467,0.1862865630541933,Walking,chest
1307,4.0,x,4096.0,4.0,1.0,0.8308401529085389,0.18519083670293138,Walking,chest
1308,4.0,x,1024.0,4.0,2.0,0.9617278568365334,0.04825730840388937,Walking,chest
1309,4.0,x,2048.0,4.0,2.0,0.9589241213906944,0.051877219067446814,Walking,chest
1310,4.0,x,4096.0,4.0,2.0,0.961743062937084,0.048695603701301354,Walking,chest
1311,4.0,x,1024.0,4.0,3.0,0.9692872840662766,0.03985497736640459,Walking,chest
1312,4.0,x,2048.0,4.0,3.0,0.962144117334832,0.048013684504709546,Walking,chest
1313,4.0,x,4096.0,4.0,3.0,0.9678979844376336,0.040022793384185164,Walking,chest
1314,4.0,x,1024.0,5.0,1.0,0.7972698887596277,0.28515653072023756,Walking,chest
1315,4.0,x,2048.0,5.0,1.0,0.7982626867975217,0.27892522733311254,Walking,chest
1316,4.0,x,4096.0,5.0,1.0,0.8008986605284942,0.2724968572894306,Walking,chest
1317,4.0,x,1024.0,5.0,2.0,0.9323110756131375,0.11393399055897424,Walking,chest
1318,4.0,x,2048.0,5.0,2.0,0.9318716953335087,0.11255898308309717,Walking,chest
1319,4.0,x,4096.0,5.0,2.0,0.9386562944284879,0.101646522246466,Walking,chest
1320,4.0,x,1024.0,5.0,3.0,0.9409314633222303,0.09983122698051802,Walking,chest
1321,4.0,x,2048.0,5.0,3.0,0.9361671876247603,0.1053167548616213,Walking,chest
1322,4.0,x,4096.0,5.0,3.0,0.9442321379985898,0.0908833555499655,Walking,chest
1323,4.0,x,1024.0,6.0,1.0,0.7524398033734776,0.41441457965101897,Walking,chest
1324,4.0,x,2048.0,6.0,1.0,0.7623088057063339,0.3958554964659714,Walking,chest
1325,4.0,x,4096.0,6.0,1.0,0.7715227728445516,0.37814441496936935,Walking,chest
1326,4.0,x,1024.0,6.0,2.0,0.8668795373292107,0.2953902631429491,Walking,chest
1327,4.0,x,2048.0,6.0,2.0,0.8847402737701735,0.24861549933345603,Walking,chest
1328,4.0,x,4096.0,6.0,2.0,0.9042600181842254,0.20503400133355612,Walking,chest
1329,4.0,x,1024.0,6.0,3.0,0.8723850921602874,0.2834564819532091,Walking,chest
1330,4.0,x,2048.0,6.0,3.0,0.8823288198068312,0.2518735023960324,Walking,chest
1331,4.0,x,4096.0,6.0,3.0,0.9039786135780797,0.19975961325036232,Walking,chest
1332,4.0,y,1024.0,3.0,1.0,0.6820951059671331,0.21625682823986153,Walking,chest
1333,4.0,y,2048.0,3.0,1.0,0.6891880748723633,0.2129010711725849,Walking,chest
1334,4.0,y,4096.0,3.0,1.0,0.6922389501781256,0.21177070636476397,Walking,chest
1335,4.0,y,1024.0,3.0,2.0,0.8229222442215007,0.14017743721594317,Walking,chest
1336,4.0,y,2048.0,3.0,2.0,0.8227324400342052,0.13954756064233964,Walking,chest
1337,4.0,y,4096.0,3.0,2.0,0.825625808192537,0.13760721790180938,Walking,chest
1338,4.0,y,1024.0,3.0,3.0,0.8988345763908984,0.09012834674844161,Walking,chest
1339,4.0,y,2048.0,3.0,3.0,0.895616841991247,0.09190345378215141,Walking,chest
1340,4.0,y,4096.0,3.0,3.0,0.901963002849482,0.08592182274916772,Walking,chest
1341,4.0,y,1024.0,4.0,1.0,0.5721022180851665,0.28426771030308223,Walking,chest
1342,4.0,y,2048.0,4.0,1.0,0.5824595053212379,0.2806420267425888,Walking,chest
1343,4.0,y,4096.0,4.0,1.0,0.5866494968958677,0.2792451564562092,Walking,chest
1344,4.0,y,1024.0,4.0,2.0,0.7365644888310006,0.24433387742074114,Walking,chest
1345,4.0,y,2048.0,4.0,2.0,0.7391480030646985,0.2405189002293195,Walking,chest
1346,4.0,y,4096.0,4.0,2.0,0.7487791356138641,0.22963965266577216,Walking,chest
1347,4.0,y,1024.0,4.0,3.0,0.8204231156492177,0.1971435028614444,Walking,chest
1348,4.0,y,2048.0,4.0,3.0,0.8218536166389279,0.19169992975338768,Walking,chest
1349,4.0,y,4096.0,4.0,3.0,0.8351965397373916,0.17484257182075286,Walking,chest
1350,4.0,y,1024.0,5.0,1.0,0.5131775124085396,0.34372239486374956,Walking,chest
1351,4.0,y,2048.0,5.0,1.0,0.524483596568237,0.3433280516590022,Walking,chest
1352,4.0,y,4096.0,5.0,1.0,0.5322084089721115,0.33940117117706664,Walking,chest
1353,4.0,y,1024.0,5.0,2.0,0.677077685659838,0.3416401242161177,Walking,chest
1354,4.0,y,2048.0,5.0,2.0,0.6834831198386566,0.333167426643854,Walking,chest
1355,4.0,y,4096.0,5.0,2.0,0.697821574894378,0.3169793344635247,Walking,chest
1356,4.0,y,1024.0,5.0,3.0,0.7381850528845331,0.3377190308683657,Walking,chest
1357,4.0,y,2048.0,5.0,3.0,0.7430700626681013,0.3305706586134505,Walking,chest
1358,4.0,y,4096.0,5.0,3.0,0.7601962120081628,0.31091654922792,Walking,chest
1359,4.0,y,1024.0,6.0,1.0,0.4734466516285788,0.3857892817034858,Walking,chest
1360,4.0,y,2048.0,6.0,1.0,0.4849464013290171,0.3891392397625204,Walking,chest
1361,4.0,y,4096.0,6.0,1.0,0.4966531964619412,0.38635141152122865,Walking,chest
1362,4.0,y,1024.0,6.0,2.0,0.6196637599388632,0.441315677680978,Walking,chest
1363,4.0,y,2048.0,6.0,2.0,0.626330981967277,0.4320786265367964,Walking,chest
1364,4.0,y,4096.0,6.0,2.0,0.6474086406103473,0.41519840749532316,Walking,chest
1365,4.0,y,1024.0,6.0,3.0,0.6455353852720022,0.4597598736146761,Walking,chest
1366,4.0,y,2048.0,6.0,3.0,0.6562543365451078,0.45696837205692525,Walking,chest
1367,4.0,y,4096.0,6.0,3.0,0.6798138178516953,0.4402142638550374,Walking,chest
1368,4.0,z,1024.0,3.0,1.0,0.9151696360679864,0.07473489311326866,Walking,chest
1369,4.0,z,2048.0,3.0,1.0,0.9207333656323742,0.07001596754270897,Walking,chest
1370,4.0,z,4096.0,3.0,1.0,0.9216446741238281,0.0688900224020101,Walking,chest
1371,4.0,z,1024.0,3.0,2.0,0.9627079291211749,0.032945619747909584,Walking,chest
1372,4.0,z,2048.0,3.0,2.0,0.9672485694093328,0.029500963665478636,Walking,chest
1373,4.0,z,4096.0,3.0,2.0,0.9609028327182356,0.03508162936504415,Walking,chest
1374,4.0,z,1024.0,3.0,3.0,0.9547955793102783,0.03995524748539743,Walking,chest
1375,4.0,z,2048.0,3.0,3.0,0.9558382589089515,0.0388372997626277,Walking,chest
1376,4.0,z,4096.0,3.0,3.0,0.9489981493964914,0.04405645871613608,Walking,chest
1377,4.0,z,1024.0,4.0,1.0,0.8768035991385348,0.135651319489925,Walking,chest
1378,4.0,z,2048.0,4.0,1.0,0.8850644236231859,0.12710277377645823,Walking,chest
1379,4.0,z,4096.0,4.0,1.0,0.8859450630297954,0.12505733915194672,Walking,chest
1380,4.0,z,1024.0,4.0,2.0,0.93561241280288,0.07271093879488015,Walking,chest
1381,4.0,z,2048.0,4.0,2.0,0.9409407660182221,0.06796919447074556,Walking,chest
1382,4.0,z,4096.0,4.0,2.0,0.9325861400879011,0.07579435997238715,Walking,chest
1383,4.0,z,1024.0,4.0,3.0,0.8964229989010052,0.11768615418918181,Walking,chest
1384,4.0,z,2048.0,4.0,3.0,0.9074634697415725,0.10430708458137945,Walking,chest
1385,4.0,z,4096.0,4.0,3.0,0.9024537589214363,0.10785215717175847,Walking,chest
1386,4.0,z,1024.0,5.0,1.0,0.8444873277586822,0.2145905061753692,Walking,chest
1387,4.0,z,2048.0,5.0,1.0,0.8592107837081685,0.1937219065623229,Walking,chest
1388,4.0,z,4096.0,5.0,1.0,0.8620810877744012,0.18702972292968575,Walking,chest
1389,4.0,z,1024.0,5.0,2.0,0.8831829620898739,0.173218863155256,Walking,chest
1390,4.0,z,2048.0,5.0,2.0,0.8945242525627048,0.15800414403845917,Walking,chest
1391,4.0,z,4096.0,5.0,2.0,0.8901771586873182,0.1604727445641388,Walking,chest
1392,4.0,z,1024.0,5.0,3.0,0.8257944549352887,0.24922457876465096,Walking,chest
1393,4.0,z,2048.0,5.0,3.0,0.8419363799744571,0.22710171099919338,Walking,chest
1394,4.0,z,4096.0,5.0,3.0,0.8407319958743563,0.22311872485780923,Walking,chest
1395,4.0,z,1024.0,6.0,1.0,0.7912732429399736,0.3574494938539443,Walking,chest
1396,4.0,z,2048.0,6.0,1.0,0.8175984060912551,0.3154580567307941,Walking,chest
1397,4.0,z,4096.0,6.0,1.0,0.8296758111390389,0.28519171854488207,Walking,chest
1398,4.0,z,1024.0,6.0,2.0,0.7948270636704904,0.3731133200162008,Walking,chest
1399,4.0,z,2048.0,6.0,2.0,0.8196361583637487,0.3356910540519842,Walking,chest
1400,4.0,z,4096.0,6.0,2.0,0.8252842419536148,0.3171069866385981,Walking,chest
1401,4.0,z,1024.0,6.0,3.0,0.7448331388209734,0.413878580907223,Walking,chest
1402,4.0,z,2048.0,6.0,3.0,0.7694485856611825,0.3829433173581055,Walking,chest
1403,4.0,z,4096.0,6.0,3.0,0.7740012717106697,0.365373445880632,Walking,chest
1404,4.0,x,1024.0,3.0,1.0,0.927701422122799,0.06444768135001397,Running,chest
1405,4.0,x,2048.0,3.0,1.0,0.9210209870561479,0.07001461634527215,Running,chest
1406,4.0,x,4096.0,3.0,1.0,0.9253122852355816,0.06641031242408438,Running,chest
1407,4.0,x,1024.0,3.0,2.0,0.9924243944424684,0.007496239725957583,Running,chest
1408,4.0,x,2048.0,3.0,2.0,0.9890006684317622,0.010762380750819539,Running,chest
1409,4.0,x,4096.0,3.0,2.0,0.9872497108849188,0.012291545437409216,Running,chest
1410,4.0,x,1024.0,3.0,3.0,0.9942554905168067,0.005720884435846821,Running,chest
1411,4.0,x,2048.0,3.0,3.0,0.9953539964460935,0.004623404037716227,Running,chest
1412,4.0,x,4096.0,3.0,3.0,0.9939290086807461,0.006016473518718241,Running,chest
1413,4.0,x,1024.0,4.0,1.0,0.8851593252670464,0.1329650777496551,Running,chest
1414,4.0,x,2048.0,4.0,1.0,0.8795205537718109,0.13649407211216832,Running,chest
1415,4.0,x,4096.0,4.0,1.0,0.8846839284108897,0.13106179304659812,Running,chest
1416,4.0,x,1024.0,4.0,2.0,0.9831067165963913,0.02195950984343673,Running,chest
1417,4.0,x,2048.0,4.0,2.0,0.9790524010803789,0.027009812013096924,Running,chest
1418,4.0,x,4096.0,4.0,2.0,0.9748235351953062,0.03250839558422053,Running,chest
1419,4.0,x,1024.0,4.0,3.0,0.9816335731069021,0.02442478217847508,Running,chest
1420,4.0,x,2048.0,4.0,3.0,0.984495764072711,0.020631583617236975,Running,chest
1421,4.0,x,4096.0,4.0,3.0,0.9799552438184063,0.026420173293635853,Running,chest
1422,4.0,x,1024.0,5.0,1.0,0.8556936006943013,0.2148323144941434,Running,chest
1423,4.0,x,2048.0,5.0,1.0,0.8538617988385317,0.20965772949541353,Running,chest
1424,4.0,x,4096.0,5.0,1.0,0.8600203372617995,0.2019839862341575,Running,chest
1425,4.0,x,1024.0,5.0,2.0,0.9610913463097779,0.06851511245393038,Running,chest
1426,4.0,x,2048.0,5.0,2.0,0.9609177089801054,0.06695901144805314,Running,chest
1427,4.0,x,4096.0,5.0,2.0,0.9582515273117032,0.07211962363081907,Running,chest
1428,4.0,x,1024.0,5.0,3.0,0.9562397266138024,0.07842540982649893,Running,chest
1429,4.0,x,2048.0,5.0,3.0,0.9625608051529296,0.06627068836596882,Running,chest
1430,4.0,x,4096.0,5.0,3.0,0.960132576156493,0.06924505319537896,Running,chest
1431,4.0,x,1024.0,6.0,1.0,0.8111264600605845,0.3584580048348602,Running,chest
1432,4.0,x,2048.0,6.0,1.0,0.8205210216781293,0.32824025325715633,Running,chest
